Id,Label,timeset,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,tweets,mentions,pro,group
@djmeph,,,2051,8,0.282383,0.319626,0,,,,
@djmrcurmudgeon,,,2052,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@DJoftheOri,,,61,1,1,1,1,1,0,5,pro
@djominous,,,2053,8,0.294673,0.33396,0,,,,
@MissILmom,,,2053,8,0.282383,0.319626,0,,,,
@DJones2925,,,1560,9,0.223246,0.243449,0,1,0,0,anti
@djrustynail,,,2054,8,0.282383,0.319626,0,1,0,0,anti
@djseanderek,,,2055,8,0.282383,0.319626,0,,,,
@CHewitt12,,,474,0,0,0,0,0,1,,
@DrJamesJTeeth,,,474,8,0.28706,0.329738,0,0,1,,
@DJT_Izadouche,,,2056,8,0.282383,0.319626,0,,,,
@djt3444,,,1426,8,0.284794,0.325846,0,,,,
@Ammathor,,,1426,0,0,0,0,,,,
@Pito0812,,,1426,0,0,0,0,,,,
@djt5900,,,5107,3,0.5,0.583333,0,,,,
@inkedtater,,,5107,2,0.75,0.833333,3,1,0,1,anti
@DJTenn,,,2057,8,0.282848,0.321183,0,,,,
@143rdStyleHaus,,,2057,0,0,0,0,,,,
@DJTFTW,,,2774,8,0.283031,0.322328,0,,,,
@Su19712Su1971,,,2774,8,0.283031,0.322328,0,,,,
@DJTrumpPuppet,,,133,1,1,1,0,,,,
@robreiner,,,133,0,0,0,0,0,1,,
@DJTsAmerikkka,,,4323,8,0.297194,0.343848,0,,,,
@RealUSCitizen1,,,9,8,0.282848,0.321183,2,1,1,1,anti
@DJturnedJD,,,2058,8,0.294197,0.332432,0,,,,
@DKanSkinFan,,,54,9,0.264236,0.306787,0,1,0,3,unclear/neutral
@dkdancel,,,6626,8,0.283312,0.322733,0,,,,
@mommyinaz,,,6626,0,0,0,0,,,,
@PatsyEpps,,,6626,8,0.282383,0.319626,0,,,,
@DKDarlington,,,2059,8,0.282383,0.319626,0,,,,
@DKengerish,,,49,1,1,1,0,,,,
@DkRaelmozo,,,4323,8,0.283117,0.321461,0,1,0,3,unclear/neutral
@dkrimmeldogs,,,2060,8,0.282383,0.319626,0,,,,
@dktrogers,,,54,8,0.286344,0.328624,0,1,0,3,unclear/neutral
@politclpoterhed,,,54,0,0,0,0,0,1,,
@dkuck15138,,,2651,9,0.222901,0.243745,0,,,,
@Rhall151Hall,,,2651,0,0,0,0,,,,
@dkwtx56,,,786,8,0.288535,0.331877,0,1,0,1,anti
@Dlec4000Darreng,,,2061,8,0.282383,0.319626,0,1,0,0,anti
@dleos91745,,,663,10,0.193534,0.205601,0,,,,
@DLHDara,,,2062,8,0.282383,0.319626,0,1,0,0,anti
@Dlime86,,,133,8,0.309408,0.351794,0,,,,
@dlindberg212,,,1560,9,0.224834,0.250326,0,1,0,1,anti
@im2b,,,1560,0,0,0,0,0,2,,
@teetoatee,,,1560,0,0,0,0,0,2,,
@WhiplashFletch,,,1560,0,0,0,0,0,2,,
@dlionsbball,,,96,8,0.286654,0.329948,0,1,0,0,anti
@DLisaShayn1,,,2063,8,0.282383,0.319626,0,,,,
@DLKalldayallday,,,2064,8,0.282383,0.319626,0,,,,
@dlkvaoh2015,,,616,8,0.284511,0.324845,0,,,,
@dlp_vxv,,,49,8,0.282848,0.321183,0,,,,
@dlu2hnbh,,,2065,1,1,1,0,,,,
@Damianbnb,,,2065,0,0,0,0,,,,
@dlw57,,,49,9,0.232818,0.255935,0,,,,
@dm_czarnecki,,,345,9,0.26683,0.295755,0,,,,
@dm_mosier,,,96,8,0.287179,0.332642,0,,,,
@PoliticalShort,,,96,0,0,0,0,,,,
@SIEMPRE_FIDEL,,,96,8,0.282383,0.319626,0,,,,
@Dmacleod59,,,49,9,0.235577,0.25757,0,,,,
@DMAE2,,,2687,8,0.283312,0.322733,0,,,,
@JanetThoma,,,2687,8,0.282848,0.321183,0,,,,
@ResistanceNOW77,,,2687,0,0,0,0,,,,
@Dman767,,,133,8,0.293194,0.33986,0,,,,
@Doc_0,,,133,0,0,0,0,1,0,1,anti
@Dman92235608,,,2066,1,1,1,0,,,,
@BobbyJoe_4,,,2066,0,0,0,0,,,,
@DmanfeldDeezy,,,616,8,0.284974,0.32638,1489,,,,
@Nvehecnycrrcom1,,,133,0,0,0,0,,,,
@DMansini,,,49,8,0.295822,0.338133,0,,,,
@trymainelee,,,49,0,0,0,0,1,1,3,unclear/neutral
@waltb31,,,49,8,0.282383,0.319626,0,0,1,,
@dmarlow2323,,,2067,8,0.282848,0.321183,0,,,,
@elisponderings,,,2067,0,0,0,0,,,,
@DMartinezReseda,,,663,8,0.286528,0.328419,0,,,,
@DMartins56,,,1978,9,0.223246,0.243449,1.666667,,,,
@dmartosko,,,2068,0,0,0,0,,,,
@dmatevia,,,2069,8,0.282383,0.319626,0,,,,
@DMau68,,,1560,9,0.223246,0.243449,0,1,0,0,anti
@dmaxjak,,,4323,8,0.290945,0.331786,0,,,,
@EmptyNesterinVA,,,4323,8,0.282383,0.319626,0,1,0,5,pro
@dmb1940m,,,174,8,0.284974,0.328084,0,2,0,2,anti
@DMBSUNNYLARUE,,,4815,8,0.282383,0.319626,0,,,,
@DME_WickedWitch,,,2070,8,0.282848,0.321183,0,,,,
@JACKIEBEATI,,,2070,0,0,0,0,,,,
@DMercer1972,,,73,8,0.283129,0.321592,0,,,,
@dmills3710,,,54,8,0.283031,0.322328,0,,,,
@caseyd52801,,,54,0,0,0,0,,,,
@DMisc06473,,,49,1,1,1,0,1,0,0,anti
@DML11381,,,3608,8,0.283312,0.322733,0,,,,
@SaRaAshcraft,,,3608,0,0,0,0,0,1,,
@dmly,,,663,9,0.248578,0.270776,1,,,,
@401john,,,663,0,0,0,0,,,,
@DMR09,,,2071,8,0.282383,0.319626,0,,,,
@dmuller59,,,2072,1,1,1,0,,,,
@DNATIONUSA,,,2073,8,0.282383,0.319626,0,,,,
@DNCR09,,,2074,1,1,1,0,,,,
@GSheinin,,,2074,0,0,0,0,,,,
@Tahsudasj,,,2074,0,0,0,0,,,,
@dnd1007,,,2075,8,0.282383,0.319626,0,,,,
@dnelss,,,2774,9,0.221212,0.24169,0,,,,
@mateoqme,,,2774,0,0,0,0,,,,
@dnezzysmith,,,2076,8,0.282383,0.319626,0,1,0,0,anti
@Eggs2288,,,1263,8,0.282848,0.321183,0,,,,
@dnmis25,,,96,8,0.290086,0.333273,0,1,0,0,anti
@dnnation,,,2077,1,1,1,0,,,,
@BlatantHomerism,,,2077,0,0,0,0,,,,
@gatriguy,,,2077,0,0,0,0,,,,
@ParrishWalton,,,2077,0,0,0,0,,,,
@dno_bot,,,2078,8,0.282383,0.319626,0,,,,
@DNOPOM,,,73,8,0.283982,0.323087,0,,,,
@Ryan4502910043,,,73,8,0.285439,0.326383,17,1,0,1,anti
@dntTestmaskillz,,,9,8,0.283293,0.32092,0,1,0,1,anti
@DoanWesley,,,73,8,0.283117,0.32192,0,,,,
@doarproatlub,,,4632,8,0.282848,0.321183,0,1,0,3,unclear/neutral
@JoostNiemoller,,,4632,0,0,0,0,0,3,,
@DOB1234,,,2079,1,1,1,0,1,0,3,unclear/neutral
@falfans,,,2079,0,0,0,0,0,1,,
@doberacker,,,2080,8,0.282383,0.319626,0,,,,
@dobravis,,,54,8,0.294396,0.333579,0,,,,
@doc_jason,,,2081,8,0.282383,0.319626,0,,,,
@Doc_otaLonestar,,,1426,8,0.285714,0.328882,0,1,0,3,unclear/neutral
@doc_tdg,,,73,8,0.283117,0.32192,0,,,,
@DOC2hp,,,2082,8,0.282383,0.319626,0,,,,
@DocbobLV,,,9,8,0.283419,0.322616,0,,,,
@DocHoliday1888,,,96,8,0.285345,0.329239,0,1,0,1,anti
@DocJohnson02,,,4323,8,0.299255,0.347716,0,1,0,1,anti
@docron2e,,,73,8,0.284339,0.32511,0,,,,
@DocTerryLorch,,,54,8,0.285159,0.329221,0,,,,
@francie_berens,,,54,0,0,0,0,,,,
@randytorresnyc,,,54,8,0.284416,0.327299,3,,,,
@doctor_snyder,,,2083,8,0.282383,0.319626,0,1,0,1,anti
@DoctorBecki,,,616,1,1,1,0,1,0,3,unclear/neutral
@GailSimone,,,616,0,0,0,0,0,1,,
@doctorClintL,,,54,8,0.287147,0.329746,0,,,,
@ghosted_coma,,,54,8,0.287241,0.331562,11,0,1,,
@DoctorNora,,,3370,8,0.283312,0.322733,0,1,0,0,anti
@Cha1rm4nm30w,,,3370,0,0,0,0,0,1,,
@DoctorRagnarok,,,663,8,0.284713,0.323133,0,,,,
@DoctorSekzi,,,49,9,0.246753,0.271939,0,,,,
@DoctorSue,,,2084,8,0.282383,0.319626,0,,,,
@DoctorZloy,,,2085,8,0.282383,0.319626,0,,,,
@Dodolover911,,,2086,8,0.282383,0.319626,0,,,,
@dodosjackie,,,96,8,0.300258,0.347762,0,,,,
@Sta,,,96,0,0,0,0,,,,
@doenahld,,,2087,1,1,1,0,,,,
@Grregslist,,,2087,0,0,0,0,,,,
@dog_lady_panama,,,2088,8,0.282383,0.319626,0,1,0,1,anti
@DogManKG,,,786,8,0.290593,0.335049,0,0,1,,
@EODaddy,,,786,0,0,0,0,0,1,,
@HawkeyeInDallas,,,786,8,0.284505,0.324921,32,0,5,,
@Pirate543211,,,786,0,0,0,0,0,1,,
@dogrob,,,2089,8,0.282383,0.319626,0,,,,
@dogsavant,,,345,9,0.253783,0.277281,0,,,,
@DogsLifeinFlori,,,2090,8,0.282848,0.321183,0,,,,
@DogSmuggler,,,2091,8,0.282383,0.319626,0,,,,
@dogunderwater,,,2092,1,1,1,0,1,0,0,anti
@taterpie,,,2092,0,0,0,0,0,1,,
@Dogwith5fingers,,,474,9,0.224041,0.247664,0,1,0,0,anti
@seagal_lori,,,474,0,0,0,0,0,1,,
@Wendy_Miles1970,,,474,0,0,0,0,0,1,,
@DolanMahoney,,,345,8,0.28275,0.321156,0,,,,
@dolfshaver,,,96,10,0.206635,0.225621,0,,,,
@dollaasain,,,2774,10,0.202578,0.220658,0,2,0,2,anti
@dolleez,,,73,9,0.221042,0.24026,0,,,,
@seattlepi,,,73,0,0,0,0,1,0,3,unclear/neutral
@doloresquintana,,,2093,8,0.282383,0.319626,0,,,,
@Doloros_M_DJT45,,,345,8,0.28275,0.321156,0,,,,
@Dolphinlmc,,,2094,8,0.282383,0.319626,0,,,,
@Dom_Tuff,,,2095,8,0.286277,0.327654,0,,,,
@DomChiricosta,,,2010,8,0.286745,0.329193,0,1,0,0,anti
@romyreiner,,,2010,8,0.282383,0.319626,0,0,3,,
@domfaded,,,2096,8,0.282383,0.319626,0,,,,
@dominator117,,,5238,1,1,1,0,,,,
@sbbaicker,,,5238,0,0,0,0,,,,
@spikem1981,,,5238,0,0,0,0,,,,
@Dominic408,,,2097,8,0.282383,0.319626,0,,,,
@Dominiclup2,,,96,8,0.295148,0.335481,0,1,0,5,pro
@DominiQueRWhite,,,73,1,1,1,0,1,0,1,anti
@DoMiRuBiO_o,,,2098,8,0.282383,0.319626,0,1,0,1,anti
@DOMIrules28,,,133,9,0.231785,0.251669,0,,,,
@dommbaddd,,,2099,8,0.282848,0.321183,0,1,0,1,anti
@Emma,,,2099,0,0,0,0,,,,
@domorey,,,2100,8,0.282383,0.319626,0,,,,
@domusvita,,,3370,8,0.29544,0.339691,0,,,,
@don_carman6,,,2101,8,0.294197,0.332432,0,1,0,1,anti
@don_drcblc99,,,2102,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@don_myrick,,,2103,8,0.282383,0.319626,0,,,,
@don4488,,,54,8,0.283301,0.323067,0,1,0,3,unclear/neutral
@Don62257,,,49,8,0.28637,0.328198,0,,,,
@don85375,,,73,9,0.228392,0.247577,0,1,0,0,anti
@DonaCastilloMcI,,,2104,8,0.282383,0.319626,0,,,,
@Donald44mohmed,,,61,8,0.285806,0.329061,0,,,,
@ElykSnommis,,,61,0,0,0,0,,,,
@JimJlr2,,,61,0,0,0,0,0,4,,
@JollyJustin123,,,61,0,0,0,0,,,,
@PaulSorrentino3,,,61,8,0.284974,0.327895,16,0,4,,
@DonaldJBates1,,,133,8,0.31108,0.357322,0,,,,
@ABCWorldNewsAP,,,133,0,0,0,0,,,,
@DonaldJTrumPig,,,2105,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@DonaldtheFraud,,,2106,8,0.282383,0.319626,0,,,,
@DonAnderson3,,,345,9,0.253783,0.277281,0,1,0,0,anti
@DonAndrewBailey,,,2107,8,0.282383,0.319626,0,,,,
@DonaPerreault,,,96,8,0.290536,0.333767,0,,,,
@hollymartin33,,,474,0,0,0,0,,,,
@DonCoglioni45,,,2108,8,0.282383,0.319626,0,,,,
@DonEscaton,,,2109,8,0.282383,0.319626,0,,,,
@Dong__Quixote,,,2110,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@donholley0,,,663,9,0.223441,0.244405,0,2,0,5,pro
@verb1991,,,663,0,0,0,0,,,,
@donholtmac,,,3370,8,0.283784,0.323183,0,1,0,0,anti
@sundytim,,,3370,0,0,0,0,0,1,,
@DonJGump,,,3370,8,0.284635,0.322324,0,1,0,1,anti
@donjohnblack,,,3370,8,0.282848,0.321183,0,,,,
@AndyTho10107697,,,3370,0,0,0,0,,,,
@DonKeehotey,,,2687,9,0.247117,0.278011,0,,,,
@DavidHMandel,,,2687,0,0,0,0,,,,
@paul_lander,,,2687,0,0,0,0,,,,
@donkeychucker2,,,54,8,0.287952,0.332337,0,0,1,,
@JBenischeck,,,54,8,0.288299,0.334429,2,1,0,0,anti
@donkingery1,,,2111,8,0.282383,0.319626,0,,,,
@Donlwj,,,1426,8,0.284884,0.327718,0,1,0,3,unclear/neutral
@Donna_Maria2,,,663,8,0.282848,0.321183,0,,,,
@yoadrienet,,,663,0,0,0,0,,,,
@donna_nd,,,2112,1,1,1,0,,,,
@ABCwyntermitchell,,,2112,0,0,0,0,,,,
@wyntermitchell,,,2112,0,0,0,0,,,,
@donna30125,,,2113,8,0.282383,0.319626,0,,,,
@Donna6499,,,1253,8,0.291557,0.331402,0,1,0,1,anti
@therealro,,,1253,0,0,0,0,,,,
@DonnaBaskin4,,,474,9,0.223246,0.244213,0,,,,
@DonnaDo89792101,,,1560,9,0.268603,0.317808,135,1,3,3,unclear/neutral
@FrozenSicleGirl,,,1560,9,0.267785,0.314013,59.666667,4,2,1,anti
@jenniferkate,,,1560,0,0,0,0,0,1,,
@linmp1031,,,1560,10,0.256323,0.30438,0,1,0,1,anti
@NerdyGirlsRulz,,,1560,9,0.267649,0.313064,8,0,2,,
@normalsusan,,,1560,0,0,0,0,0,3,,
@SellJerri,,,9,8,0.283031,0.322328,9.5,0,1,,
@DonnaGarland17,,,2114,8,0.282383,0.319626,0,1,0,0,anti
@Donnaho12150659,,,73,9,0.229363,0.250441,0,,,,
@donnahroder,,,1560,9,0.223246,0.243449,0,,,,
@DonnaJanuario,,,1426,8,0.28746,0.335624,0,,,,
@DVacanye,,,2774,8,0.283215,0.322709,2,1,1,0,anti
@OgdenTheGreat,,,2774,0,0,0,0,,,,
@tvanderlike,,,1426,8,0.284421,0.32619,0,,,,
@donnajisaok,,,61,8,0.283312,0.322733,2.5,1,2,1,anti
@RealFuckSchtick,,,61,8,0.283495,0.323875,503,1,2,0,anti
@donnalea1788,,,1426,8,0.283871,0.322781,0,,,,
@Donnalee711,,,2115,8,0.282383,0.319626,0,,,,
@donnalwhab,,,2116,1,1,1,0,,,,
@therealroseannetherealroseanne,,,2116,0,0,0,0,,,,
@donnamaloulou,,,9,8,0.282848,0.321183,0,1,0,0,anti
@DonnaMLanglais,,,5314,8,0.297943,0.338397,2780,,,,
@donnapf55,,,2117,8,0.282383,0.319626,0,,,,
@donnapicc,,,2118,8,0.282383,0.319626,0,1,0,0,anti
@donnasfineart,,,2119,1,1,1,0,,,,
@deaconcruise,,,2119,0,0,0,0,,,,
@DonnaShalala,,,474,9,0.246467,0.271416,0,,,,
@donnatweetmomma,,,1426,8,0.285161,0.328108,0,,,,
@Kimberly_Monet,,,1426,8,0.285345,0.329239,1,1,0,3,unclear/neutral
@DonneyB,,,54,8,0.285894,0.327145,0,1,0,3,unclear/neutral
@donnie_maga,,,4039,9,0.250751,0.283208,0,,,,
@donniekeshawarz,,,2120,1,1,1,0,,,,
@Donnydinker,,,616,9,0.248454,0.276781,0,,,,
@kittycatnut,,,616,0,0,0,0,,,,
@maggiecas,,,616,0,0,0,0,,,,
@DonnyTwoTerms,,,96,8,0.28275,0.32192,0,,,,
@DoNpoe89,,,2121,8,0.282383,0.319626,0,1,0,1,anti
@DonPremier,,,2122,1,1,1,0,,,,
@NabeelaZahir,,,2122,0,0,0,0,1,0,0,anti
@DonRedondoSurfs,,,4323,8,0.28534,0.325896,0,,,,
@donrodnes,,,663,1,1,1,0,1,0,3,unclear/neutral
@donsilsby,,,133,8,0.30661,0.345634,0,,,,
@KLaneArndt,,,9,0,0,0,0,0,1,,
@lightfoot90,,,9,0,0,0,0,,,,
@dontbefnserious,,,54,8,0.284054,0.324675,0,1,0,3,unclear/neutral
@Impeacherator,,,54,0,0,0,0,0,1,,
@DontBooo_Vote,,,1560,8,0.285899,0.326788,0,,,,
@dgraz007,,,1560,0,0,0,0,,,,
@DontH8thaGravy,,,2123,1,1,1,0,1,0,0,anti
@QueenOfNaCl,,,2123,0,0,0,0,0,1,,
@DontpissoffKal,,,2166,8,0.282848,0.321183,0,,,,
@donttouchmytaco,,,2124,8,0.282383,0.319626,0,,,,
@DontUnderest,,,2125,8,0.282383,0.319626,0,,,,
@DontUnderSTM8me,,,2126,0,0,0,0,,,,
@DonV_G19,,,4323,8,0.28534,0.325896,0,,,,
@DonWayneHair1,,,1253,8,0.329798,0.367988,0,1,0,0,anti
@DonWilliamson3,,,663,1,1,1,0,,,,
@DisneyCruise,,,663,0,0,0,0,0,1,,
@DonWmStrickland,,,133,9,0.224103,0.246248,0,,,,
@Doobie1959,,,96,8,0.286934,0.330337,0,1,0,1,anti
@doodlebug4845,,,133,8,0.282383,0.319626,0,0,1,,
@DoodyGiuliani1,,,2127,8,0.282383,0.319626,0,,,,
@doratx,,,2128,8,0.282383,0.319626,0,,,,
@doreen_crotty,,,4323,8,0.283398,0.323853,0,,,,
@MalcolmNance,,,4323,0,0,0,0,0,2,,
@dorfman3_fred,,,5107,8,0.283129,0.321592,0,1,0,3,unclear/neutral
@Dorgeai,,,2774,9,0.230932,0.251476,0,,,,
@dori_one,,,2129,8,0.282383,0.319626,0,1,0,5,pro
@DorianTFischer,,,2130,9,0.239429,0.260432,0,,,,
@DOriginalDonald,,,2131,1,1,1,0,,,,
@AntonioArellano,,,2131,0,0,0,0,,,,
@MarkDavis,,,2131,0,0,0,0,,,,
@DorisLassak,,,49,8,0.297077,0.334715,0,,,,
@dorotheascloset,,,345,1,1,1,0,,,,
@Dorothy7x,,,2132,8,0.282848,0.321183,0,1,0,0,anti
@shazlv,,,2132,8,0.282848,0.321183,0,0,1,,
@dorothymetzger,,,2133,8,0.282383,0.319626,0,,,,
@DorothyZee1,,,1899,8,0.283312,0.322733,0,,,,
@dorpdx,,,2134,1,1,1,0,,,,
@Dorser,,,133,1,1,1,0,,,,
@DorseyFilm,,,345,9,0.253783,0.277281,0,,,,
@dorybenami,,,3608,8,0.283031,0.322328,0,1,0,1,anti
@Dossifizer,,,2135,9,0.246328,0.270269,0,,,,
@dot_main,,,133,9,0.238743,0.266651,0,,,,
@breeeezy35,,,133,0,0,0,0,,,,
@DualityMan,,,133,8,0.30661,0.345634,272.471645,,,,
@EmpressBashEres,,,133,0,0,0,0,,,,
@HoaxWars,,,133,0,0,0,0,,,,
@IAmMindinspired,,,133,0,0,0,0,,,,
@RoyalDeathLock,,,133,0,0,0,0,,,,
@DotardJerkTrump,,,4323,8,0.285528,0.327147,0,1,0,3,unclear/neutral
@ImproperColby,,,4323,0,0,0,0,0,1,,
@lib_logic_lol,,,61,0,0,0,0,0,1,,
@DoTheLeftWing,,,133,8,0.293253,0.331807,0,1,0,3,unclear/neutral
@dottie_810,,,2136,8,0.282383,0.319626,0,,,,
@dottie_parsons,,,2137,8,0.282383,0.319626,0,1,0,0,anti
@DotUrada,,,474,1,1,1,0,,,,
@DoubleAgent45,,,2138,8,0.282383,0.319626,0,,,,
@DoubleH820,,,174,8,0.283312,0.322733,0,,,,
@DoucheBaggins0,,,2139,8,0.282383,0.319626,0,1,0,1,anti
@DougBurges,,,1253,8,0.283863,0.325397,0,,,,
@kathy999kd,,,1253,0,0,0,0,,,,
@Roseamund,,,1253,0,0,0,0,,,,
@dougc628,,,133,9,0.234661,0.258242,0,,,,
@DougColinade,,,2140,8,0.282848,0.321183,0,1,0,0,anti
@freep,,,2140,0,0,0,0,0,1,,
@dougconstance,,,2141,8,0.282383,0.319626,0,1,0,1,anti
@dougherty462,,,133,8,0.284149,0.324695,10,0,1,,
@KickinBrass1,,,133,0,0,0,0,,,,
@Welderguy7777,,,133,8,0.283688,0.32316,0,,,,
@DougieJr93,,,2142,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@douglasnewbury,,,2143,8,0.282383,0.319626,0,1,0,1,anti
@DouglasStill,,,73,9,0.228809,0.248925,0,,,,
@Kimzjourney,,,73,0,0,0,0,,,,
@DougLipson,,,2144,8,0.282383,0.319626,0,,,,
@DougMcDurham,,,345,8,0.283312,0.322733,0,1,0,3,unclear/neutral
@dougmfred,,,2145,8,0.283031,0.322328,0,,,,
@dougom,,,4323,8,0.29028,0.329107,0,1,0,3,unclear/neutral
@DougPea14158394,,,96,8,0.293238,0.332277,0,,,,
@DougProchilo,,,2146,8,0.294197,0.332432,0,,,,
@dougs_sports,,,4323,8,0.293801,0.335185,0,,,,
@dougsheridan,,,3597,8,0.294673,0.33396,0,1,0,3,unclear/neutral
@DougTheMighty58,,,2147,8,0.282383,0.319626,0,,,,
@dougwamble,,,2148,8,0.282383,0.319626,0,1,0,0,anti
@douzpwa,,,2149,8,0.282383,0.319626,0,,,,
@Down10,,,2774,8,0.284595,0.322452,0,1,0,3,unclear/neutral
@downboarder,,,2150,8,0.282848,0.321183,0,1,0,3,unclear/neutral
@redneckrn33,,,2150,0,0,0,0,0,1,,
@DownerdSenpai,,,49,8,0.299385,0.343471,0,1,0,1,anti
@Wolv_2018,,,49,8,0.298426,0.34046,0,0,1,,
@downwithrogers,,,2151,8,0.282383,0.319626,0,,,,
@doxie99,,,2774,8,0.282848,0.321183,0,,,,
@doy_kathy,,,345,9,0.254218,0.278935,0,,,,
@LynnMPet,,,345,0,0,0,0,,,,
@dpace30,,,2152,8,0.282848,0.321183,0,,,,
@looker,,,2152,0,0,0,0,,,,
@DPC314159265,,,54,8,0.282848,0.321183,0,,,,
@dpfit,,,1426,8,0.283871,0.322781,0,1,0,0,anti
@dpiddy55,,,2153,8,0.282383,0.319626,0,,,,
@DplrableOne,,,2774,2,0.555556,0.6,0,,,,
@dpmom3,,,1560,9,0.223644,0.24518,0,,,,
@DPSnacks,,,133,10,0.209213,0.225748,0,,,,
@DPWmom,,,4323,8,0.283592,0.323137,3,1,0,0,anti
@JulieLSanchez,,,4323,0,0,0,0,,,,
@pepprgrl,,,4323,8,0.282848,0.321183,2,0,1,,
@dquezada71,,,474,8,0.282933,0.322302,0,,,,
@dquinnj,,,2154,9,0.239846,0.262125,0,1,0,5,pro
@therealroseanneBadKarmaIn2020,,,2154,0,0,0,0,,,,
@Dr_Big_Budz,,,9,8,0.290861,0.326444,0,,,,
@dr_crouton,,,5107,8,0.284142,0.324845,0,,,,
@Dr_Eager,,,96,9,0.243753,0.270687,0,1,0,3,unclear/neutral
@Dr_LoveStrange,,,4323,8,0.29028,0.329107,0,,,,
@Dr_Mirshak,,,96,1,1,1,0,1,0,1,anti
@WISCTV_News3,,,96,0,0,0,0,0,1,,
@Dr_Whitaker,,,474,8,0.284264,0.323342,0,,,,
@DRabender,,,2155,8,0.282383,0.319626,0,1,0,0,anti
@Dracokain2k4,,,5962,9,0.2211,0.240549,0,2,0,3,unclear/neutral
@DragcentricDeb,,,2156,1,1,1,0,1,0,0,anti
@therealroseannecray,,,2156,0,0,0,0,0,1,,
@Dragoneer,,,2157,9,0.246753,0.271939,0,1,0,3,unclear/neutral
@acturisme,,,2157,0,0,0,0,0,1,,
@DragonFJoness,,,2158,8,0.282383,0.319626,0,,,,
@DragonflyOnPond,,,2159,8,0.282848,0.321183,0,1,1,3,unclear/neutral
@jtstorm62,,,2159,8,0.282848,0.321183,0,1,1,3,unclear/neutral
@Dragonlady_1226,,,4323,8,0.283854,0.322226,0,,,,
@dragonlady_58,,,2160,8,0.282383,0.319626,0,,,,
@DragonWriter04,,,3370,8,0.283129,0.321592,0,,,,
@DrainTheCommies,,,2774,8,0.282566,0.320773,0,,,,
@DrainWDCswamp,,,2161,8,0.282383,0.319626,0,,,,
@draiochta14,,,2687,2,0.8,0.875,6,,,,
@Draisnumber2R,,,96,8,0.288991,0.337545,0,1,0,3,unclear/neutral
@EWDolan,,,96,1,1,1,1.333333,,,,
@islandlulu,,,96,0,0,0,0,,,,
@maurtosay,,,96,0,0,0,0,,,,
@Drakesylvan,,,2162,8,0.282383,0.319626,0,1,0,3,unclear/neutral
@dramabookshop,,,2010,10,0.19837,0.211957,0,,,,
@dramadessa,,,2163,8,0.294673,0.33396,0,,,,
@JayThePatsFan,,,2163,8,0.294197,0.332432,0,,,,
@Dramaminefield,,,1560,9,0.223758,0.245561,0,,,,
@lesleyabravanel,,,1560,1,1,1,1,,,,
@DRamos0510,,,1560,9,0.266532,0.309315,0,1,0,0,anti
@drandlsleon494,,,2164,8,0.282383,0.319626,0,1,0,1,anti
@drapert1999,,,474,8,0.283485,0.323258,0,1,0,1,anti
@DrBellinger,,,2165,8,0.282383,0.319626,0,,,,
@drbirdphd,,,96,9,0.246467,0.271416,0,1,0,3,unclear/neutral
@drboycewatkins1,,,4039,1,1,1,0,,,,
@drdank8,,,133,9,0.231662,0.253934,0,1,0,1,anti
@shgarhen,,,133,0,0,0,0,0,1,,
@DrDannielle,,,3608,8,0.283215,0.323472,0,,,,
@DrDeadline,,,2687,9,0.251152,0.272964,0,,,,
@DrDestructoDome,,,3370,8,0.287349,0.32933,0,1,0,5,pro
@Drdilligaf,,,616,8,0.285622,0.328285,0,1,0,0,anti
@DrDoolittle01,,,5107,8,0.285252,0.330742,0,,,,
@cbstv,,,5107,0,0,0,0,,,,
@Chris_McCann19,,,5107,0,0,0,0,,,,
@glitteresque1,,,5107,0,0,0,0,,,,
@dreadfroggod,,,474,1,1,1,0,,,,
@Dreadmatic,,,1426,8,0.283871,0.322781,0,,,,
@DREALDSPILL,,,4323,8,0.290473,0.330253,0,,,,
@DreamBlue_2018,,,54,8,0.283301,0.323067,0,,,,
@dreamheart,,,96,9,0.235931,0.260651,0,,,,
@dreamitnowdoit,,,2166,8,0.283312,0.322733,0,1,0,1,anti
@DelayKathleen,,,2166,0,0,0,0,0,1,,
@dreamscream99,,,2167,8,0.282383,0.319626,0,,,,
@Dreamstatewg5,,,786,8,0.28525,0.326858,0,,,,
@Matt_in_CO,,,786,0,0,0,0,,,,
@dreamweaver1001,,,96,9,0.246467,0.271416,0,,,,
@dreamzycat1,,,2168,8,0.282383,0.319626,0,1,0,1,anti
@DREE_mah,,,2169,8,0.282383,0.319626,0,,,,
@dreinhardt16,,,54,8,0.283301,0.323067,0,,,,
@DrElnora,,,2010,2,0.666667,0.75,0,1,0,0,anti
@DreMack17,,,2170,8,0.282383,0.319626,0,,,,
@DrErnieWard,,,2171,9,0.246328,0.270269,0,,,,
@DreSmithJr,,,2172,8,0.282383,0.319626,0,,,,
@DrEstella,,,2173,8,0.282848,0.321183,0,,,,
@kathyg,,,2173,0,0,0,0,,,,
@drewada,,,2174,8,0.282848,0.321183,0,,,,
